,train_loss,train_acc,val_loss,val_acc
0,0.01282536281744639,0.3990444444444445,0.011631742715835572,0.4798
1,0.010459422145949469,0.5153777777777778,0.010405101752281189,0.5308
2,0.00939905236562093,0.5696666666666667,0.009449081802368165,0.578
3,0.008770740973949432,0.5962000000000001,0.00923266818523407,0.5786
4,0.008268463757303026,0.6196444444444444,0.008524786293506623,0.6192
5,0.007912961867120531,0.6387555555555556,0.008349170553684235,0.6254
6,0.007547273449103038,0.6557555555555555,0.00819245730638504,0.6398
7,0.007286857581138611,0.6671555555555556,0.007930118608474732,0.6512
8,0.0070802315473556515,0.6767333333333334,0.007890424418449402,0.661
9,0.006883228694068061,0.6872,0.007623819255828858,0.671
10,0.006648046059078641,0.6977555555555556,0.007758021628856659,0.6604
11,0.00652190427382787,0.7034,0.007505275857448578,0.668
12,0.0063390403495894535,0.7122,0.007373261547088623,0.675
13,0.006215075180265639,0.7167555555555556,0.0071716394782066345,0.69
14,0.006126841096083323,0.7223333333333334,0.0074791139960289,0.6864
15,0.005988906599415673,0.7286666666666667,0.007224566113948822,0.6808
16,0.005846098575989406,0.7345555555555556,0.007360669803619385,0.679
17,0.00579340268307262,0.737,0.007008061051368713,0.693
18,0.005687466667758094,0.7410666666666667,0.007118739545345306,0.6904
19,0.005650424534082413,0.7433777777777778,0.007053402876853943,0.6976
