,train_loss,train_acc,val_loss,val_acc
0,0.06020584777726067,0.3025777777777778,0.053391347312927245,0.3866
1,0.050596217568715414,0.42002222222222224,0.04925114722251892,0.4298
2,0.04782470672925313,0.4534,0.04733709511756897,0.4614
3,0.046150143514739145,0.47084444444444445,0.04641846091747284,0.479
4,0.04502740030288696,0.48186666666666667,0.04546099407672882,0.4784
5,0.04406067754824956,0.4932444444444445,0.04500100507736206,0.489
6,0.043476663094096715,0.5023555555555556,0.043985883700847626,0.502
7,0.042923662845293684,0.5062,0.04456821715831757,0.4874
8,0.042344383614593084,0.5143111111111112,0.04360313274860382,0.5028
9,0.041931779423024916,0.5188666666666667,0.04273589706420899,0.5096
10,0.041548109657234614,0.5219333333333334,0.04283070167303085,0.5046
11,0.04138271216419008,0.5248222222222223,0.042631546187400816,0.5198
12,0.04107563273906708,0.5295555555555556,0.042656508028507234,0.5214
13,0.04091228190528022,0.5291777777777779,0.04294695377349853,0.5104
14,0.040679210631052655,0.5324222222222222,0.041992005932331086,0.5316
15,0.04041514183415307,0.5382666666666667,0.042606894314289094,0.518
16,0.04014502235386107,0.5415555555555556,0.042373683536052704,0.5186
17,0.03994725440210766,0.5423111111111112,0.04223672379255295,0.5148
18,0.039766226793660056,0.5450444444444444,0.04256984714269638,0.5288
19,0.03960688607692719,0.5461333333333334,0.04118671845197678,0.5328
