,train_loss,train_acc,val_loss,val_acc
0,0.015886364968617755,0.2501333333333333,0.014521400237083435,0.3496
1,0.012577252825101217,0.41342222222222225,0.01190366518497467,0.4566
2,0.011053306561046177,0.48542222222222225,0.010650606548786164,0.5096
3,0.01015775478945838,0.5289777777777778,0.010759003567695618,0.5076
4,0.009639279169506496,0.5547333333333334,0.009943168640136718,0.5504
5,0.009239412846830155,0.5734,0.009336848556995393,0.5792
6,0.008898849965466393,0.5896888888888889,0.009521231079101562,0.5726
7,0.008642229776912265,0.6011333333333334,0.008946058142185211,0.6052
8,0.008346824186378055,0.6170444444444445,0.008608494746685028,0.61
9,0.008186126406987508,0.6255111111111111,0.0085371013879776,0.623
10,0.007929293364948697,0.636,0.008724865639209748,0.618
11,0.007786177786191305,0.6421111111111112,0.00856871337890625,0.6196
12,0.007625661092334323,0.6514666666666667,0.008246969413757323,0.6356
13,0.0075360732025570335,0.6557333333333334,0.008449852645397186,0.6244
14,0.007390101434124841,0.6622222222222223,0.008069767355918885,0.644
15,0.0072910175508923,0.6639111111111111,0.008003173780441283,0.6404
16,0.0071351151135232715,0.6733333333333333,0.008045021164417267,0.6484
17,0.007075415240393745,0.6770666666666667,0.008064531981945037,0.6486
18,0.006976098275184631,0.6808444444444445,0.007971042048931122,0.6456
19,0.006911678300963508,0.6846,0.007647255349159241,0.6578
