,train_loss,train_acc,val_loss,val_acc
0,0.015644801195462545,0.27655555555555555,0.013861585998535157,0.3734
1,0.012894840372933283,0.40611111111111114,0.012773946952819824,0.43
2,0.01196389004389445,0.4493777777777778,0.011876024627685547,0.4682
3,0.011388854585753547,0.4752888888888889,0.011313378262519836,0.4826
4,0.011014413854810926,0.4935333333333334,0.011246174573898315,0.5024
5,0.01072981485525767,0.5041777777777778,0.011117968368530273,0.5014
6,0.010528157681889003,0.5161555555555556,0.010998471355438232,0.508
7,0.01032664355436961,0.5275555555555556,0.01108842604160309,0.5128
8,0.010166980469226837,0.5311777777777777,0.010502645874023437,0.5404
9,0.010008621459537083,0.5429333333333334,0.010457095217704772,0.5332
10,0.009900918910238478,0.5452444444444444,0.010506875658035278,0.5294
11,0.00980677668650945,0.5483777777777779,0.0103026997923851,0.542
12,0.009685256144735548,0.5550666666666667,0.010450878500938416,0.543
13,0.009552072848214044,0.5612,0.01026043243408203,0.5492
14,0.00949482160144382,0.5631333333333334,0.0103304119348526,0.5412
15,0.009389187031322055,0.5702444444444444,0.010126579988002777,0.5396
16,0.009288657746050094,0.5742666666666667,0.009989469873905182,0.5546
17,0.00924444399939643,0.5735555555555556,0.010039689576625824,0.5418
18,0.00914457087914149,0.5812666666666667,0.010068877005577088,0.5554
19,0.0090934061076906,0.5828,0.010170518159866334,0.5478
