,train_loss,train_acc,val_loss,val_acc
0,0.01582883352968428,0.2620888888888889,0.014148077726364136,0.363
1,0.01262859050432841,0.41371111111111114,0.01210432357788086,0.4516
2,0.011340193939208985,0.4758,0.011220344686508179,0.5004
3,0.010625640241305034,0.5086,0.01092654504776001,0.5162
4,0.010230476262834336,0.5265555555555556,0.010615266156196594,0.5228
5,0.009902320324050055,0.5459111111111111,0.010358444905281067,0.54
6,0.009672691104147169,0.556088888888889,0.010395841908454896,0.547
7,0.00943716758357154,0.5688222222222222,0.010139260149002075,0.559
8,0.009189092126157549,0.5811111111111111,0.009538587665557862,0.571
9,0.00903930909898546,0.5877111111111112,0.00977107720375061,0.5716
10,0.008856461645497216,0.5945777777777778,0.00955249729156494,0.5726
11,0.008732026868396334,0.6012888888888889,0.009397853994369506,0.587
12,0.00853954453335868,0.6127555555555556,0.009363939654827118,0.5846
13,0.00843050761487749,0.6177111111111111,0.009168415415287018,0.5912
14,0.008263995005024803,0.6230222222222223,0.009347214233875275,0.5864
15,0.008126776382658216,0.6310444444444445,0.00914221475124359,0.589
16,0.007982541178332435,0.6341555555555556,0.008911774587631226,0.5978
17,0.007921835259596506,0.6405333333333334,0.0090675785779953,0.6006
18,0.007801704696814219,0.6440222222222223,0.00875440047979355,0.6118
19,0.007697713994979858,0.6499111111111111,0.008724455106258392,0.6136
