,train_loss,train_acc,val_loss,val_acc
0,0.015882438969612122,0.2564444444444445,0.014632497930526733,0.354
1,0.012669853027661642,0.4092,0.012288086795806884,0.4408
2,0.011328375461366441,0.47431111111111113,0.011142152762413026,0.4952
3,0.01033719834751553,0.5209555555555556,0.010310527682304383,0.5288
4,0.00976616714530521,0.5481111111111111,0.010064073586463928,0.5532
5,0.009302974768479666,0.5695333333333333,0.009595099008083344,0.5718
6,0.008980591351456112,0.5845333333333333,0.009446554696559906,0.5842
7,0.00863415050374137,0.6033777777777778,0.00912075332403183,0.5994
8,0.00839232185681661,0.6161777777777778,0.008534502530097961,0.6106
9,0.00814030537472831,0.629,0.008546941363811494,0.6226
10,0.008017451337973276,0.6345555555555555,0.00859624103307724,0.6124
11,0.007798880692323049,0.6410222222222223,0.008166156804561614,0.6346
12,0.00763573499917984,0.6512666666666667,0.008291712212562561,0.634
13,0.007491697074307336,0.6566222222222222,0.008159098947048186,0.635
14,0.007397455322742462,0.6615111111111112,0.008363479256629943,0.6348
15,0.007297716478506724,0.6655555555555556,0.008020452630519866,0.6446
16,0.007197455522749159,0.6706222222222222,0.00788754311800003,0.6586
17,0.00705908113055759,0.6787333333333334,0.007838799548149108,0.6574
18,0.006953034505579206,0.6813777777777779,0.007781721591949463,0.661
19,0.006910361981391906,0.6859333333333334,0.00765393716096878,0.6628
