,train_loss,train_acc,val_loss,val_acc
0,0.015993852175606622,0.24342222222222223,0.014641039824485778,0.334
1,0.013081160675154791,0.3826888888888889,0.012617618799209595,0.4158
2,0.0117398115184572,0.44862222222222226,0.011499200320243836,0.4728
3,0.010873650736278958,0.49175555555555556,0.010916284608840943,0.5086
4,0.010279100320074293,0.5223777777777778,0.010573314321041107,0.5204
5,0.009864639780256484,0.5397555555555555,0.010345770025253297,0.528
6,0.00954068792661031,0.5563777777777779,0.009932159304618835,0.5448
7,0.009208619782659742,0.5759333333333334,0.009444278979301453,0.5786
8,0.008955930393271977,0.5849555555555556,0.009046957886219025,0.588
9,0.008697844919893477,0.5982000000000001,0.009074068820476532,0.5878
10,0.00852372474140591,0.6082222222222222,0.008847501528263092,0.6018
11,0.008378139351473914,0.6116,0.008873416078090668,0.6042
12,0.008267326423856948,0.6205111111111111,0.008755165266990661,0.6092
13,0.00811522890329361,0.6297777777777778,0.008962738597393036,0.5932
14,0.008029300900300344,0.6338666666666667,0.008399412298202515,0.6266
15,0.007923812442355686,0.6347777777777778,0.00864922741651535,0.6296
16,0.007783669359154172,0.6432888888888889,0.008250153374671935,0.6334
17,0.007706115077601538,0.6476222222222222,0.008421636390686035,0.6274
18,0.00764237364133199,0.6509555555555556,0.008626574611663818,0.6272
19,0.007534721717569563,0.6553777777777778,0.008071445798873901,0.6418
