,train_loss,train_acc,val_loss,val_acc
0,0.015893102984958225,0.25406666666666666,0.014533265566825868,0.3542
1,0.01255012116962009,0.4126888888888889,0.011943242502212525,0.4554
2,0.01103307343588935,0.4874,0.010607810640335082,0.5118
3,0.010202967625194126,0.5262888888888889,0.010274050998687743,0.5396
4,0.009644877117209964,0.5549111111111111,0.00975442135334015,0.5624
5,0.009186227838198344,0.5765111111111111,0.00951168246269226,0.5606
6,0.008850009769863552,0.5930666666666667,0.009073271322250366,0.5834
7,0.008557173968685997,0.6058222222222223,0.008915731978416443,0.6
8,0.008310733120971256,0.6192000000000001,0.008768425798416137,0.61
9,0.008056663146283892,0.6306444444444445,0.008763021051883698,0.6058
10,0.007812052039305369,0.6419111111111111,0.00835506135225296,0.6244
11,0.007692727266417609,0.6482888888888889,0.0085173583984375,0.6182
12,0.007537504834598965,0.6569777777777778,0.008010123312473296,0.6392
13,0.007398130374484592,0.6629555555555556,0.00801178184747696,0.653
14,0.007266057689984639,0.6682,0.007847597324848176,0.6476
15,0.007123472837607066,0.6765555555555556,0.00799181340932846,0.6554
16,0.007012122621801164,0.6812,0.007835072827339173,0.6652
17,0.0068457261443138125,0.6901777777777778,0.007804955446720123,0.6546
18,0.006786858758661482,0.6908000000000001,0.0076660712599754335,0.6624
19,0.006691376630465189,0.6966666666666667,0.007525701907277107,0.6658
